x,y,z
65.450012,84.479391,0.576161
42.906302,-87.208131,0.723753
-37.600565,46.428119,0.363934
-51.937077,32.607035,0.722534
179.136084,149.298306,0.442809
-87.374240,200.849113,0.841095
52.009594,28.682122,0.249451
32.545960,-84.551619,0.437947
-56.643304,72.105810,0.094647
34.643679,-2.210061,0.448477
131.804871,18.340699,0.370742
46.824554,-270.525157,0.616211
-215.689813,-17.725847,0.755658
107.045044,-183.784761,0.815624
121.715333,22.973297,0.287683
47.345816,103.163596,0.330749
-119.167355,-218.678029,0.108739
-119.947623,17.904733,0.191942
-76.458281,-0.114831,0.510982
-87.811035,56.587800,0.649685
-133.603563,71.241320,0.549840
122.558337,22.653099,0.021739
-64.115070,-94.966486,0.692923
-128.670224,-28.820289,0.733095
-34.579421,-124.134752,0.927307
63.646219,71.762251,0.809356
235.949973,120.238310,0.618396
-110.759226,-7.466647,0.393769
15.226033,120.763158,0.701873
137.779009,-152.607528,0.876037
104.315831,-43.451050,0.243545
-105.222759,-13.602073,0.156370
-109.121566,41.520189,0.302451
-19.591611,28.268140,0.284880
-8.474186,80.291623,0.311245
-50.320304,-119.390365,0.535794
46.104539,-88.609454,0.831436
23.599166,125.979546,0.142140
-12.131227,-42.894653,0.952871
51.591860,3.592268,0.559988
26.738007,63.557597,0.266910
-14.917017,-56.948571,0.646639
-38.674383,-61.385662,0.080639
-141.712511,-0.064271,0.835850
63.401385,64.157557,0.221166
-163.769322,128.151634,0.686529
139.600468,69.613623,0.796370
-113.500625,84.659860,0.296517
64.730717,-125.375871,0.162697
106.560251,29.961524,0.224981
179.157301,-43.872066,0.074462
20.531245,149.136032,0.494335
95.634284,72.683883,0.611242
114.171637,17.150896,0.201874
55.464147,-59.795964,0.301601
194.979486,-120.841227,0.990722
-7.397871,7.365912,0.237230
21.797031,143.510764,0.594721
48.834232,-196.264990,0.024447
45.258530,-222.307931,0.251795
92.345325,-89.115252,0.324638
-28.321351,-180.746469,0.440779
24.064418,74.346938,0.784619
-140.079400,-15.581763,0.094445
4.226455,77.442195,0.535645
-67.194788,92.130373,0.815889
-107.111459,2.508934,0.084309
-90.386826,37.373279,0.964803
20.321791,-1.426466,0.393457
105.008271,86.761713,0.562473
193.949997,-141.344833,0.883203
-121.667188,3.646379,0.280148
52.467656,144.621219,0.842407
-167.393233,151.210157,0.599897
50.536693,105.297571,0.388341
-32.949496,-179.539269,0.562460
-9.635863,-101.283553,0.778609
17.966427,76.782520,0.600498
51.354726,177.388902,0.183459
151.852982,-221.181008,0.492331
4.529418,-245.430596,0.229188
79.798328,-157.037461,0.993285
232.158630,-171.593218,0.092521
-185.229916,132.538485,0.172166
22.072219,-114.566453,0.391135
62.106558,-166.231666,0.956500
-164.799173,-58.149806,0.997168
-51.343484,-19.323374,0.132596
-85.785233,-87.193754,0.223538
-132.705708,109.157958,0.494679
-133.524418,49.154537,0.619843
50.113025,109.072818,0.358848
-7.909723,49.447744,0.005495
45.314039,71.133459,0.821227
-31.552077,-190.980469,0.441737
-166.943494,19.412359,0.120632
-17.692150,56.715808,0.660387
111.107091,-0.145530,0.798019
26.246427,11.701340,0.053482
-17.616035,-56.947001,0.610652
99.890680,-80.199809,0.169212
-28.203841,-86.601238,0.949865
-77.034765,-98.529485,0.811881
83.195762,-80.646177,0.055997
30.797455,27.678765,0.078431
-117.393502,-149.301537,0.582528
74.414185,-3.291856,0.163516
-72.370173,96.455590,0.804310
-18.998981,70.705024,0.681671
15.822163,19.715770,0.238431
201.914265,58.748997,0.043037
10.568357,-1.166845,0.740453
-204.383238,121.134766,0.724240
-56.664872,124.119682,0.102307
-7.399340,97.977839,0.211787
100.978090,47.397786,0.421035
163.209273,-6.982698,0.259480
74.202538,-0.935223,0.392486
-33.115900,204.877705,0.642366
28.740905,114.209078,0.739751
120.768419,35.992540,0.046042
-140.924940,47.152945,0.508440
34.220541,-153.669086,0.202686
87.516200,-104.280723,0.046784
-15.940882,46.297399,0.458171
-56.966143,171.736482,0.528589
94.436658,50.626312,0.111620
118.706352,-168.058746,0.076364
-1.169203,-11.677512,0.597608
-17.080794,119.029484,0.986351
-73.101306,95.093338,0.035511
-21.801337,-185.233177,0.770981
13.776990,187.286663,0.900095
85.556801,-5.821518,0.449061
-209.977237,-26.410294,0.159133
-39.458595,-131.428373,0.472773
35.473862,101.034553,0.671058
12.838513,-12.437144,0.688822
-100.248903,148.066548,0.106724
16.571133,-88.245841,0.034354
-39.027192,-27.217516,0.043589
66.171897,-43.263826,0.108335
-169.709880,-31.073847,0.519943
-2.372588,22.409721,0.040062
-100.857119,-62.337135,0.856696
61.501850,110.459506,0.234558
114.165021,97.799790,0.411733
-83.751150,-36.185619,0.166112
-36.203093,-167.416272,0.443771
47.879470,107.780616,0.262974
-28.510109,176.151466,0.407999
-125.753529,-129.657265,0.301043
12.169785,-68.652537,0.662471
-43.852060,18.150694,0.321525
43.323436,-112.935318,0.054855
14.458733,19.218612,0.501821
-92.217603,-55.844647,0.190100
-12.899906,-102.466870,0.679040
82.125314,134.669188,0.117845
90.187910,95.132900,0.087373
136.608063,95.222240,0.753539
-77.901022,-71.333920,0.719839
-52.946867,-196.205337,0.807485
-169.495901,45.602758,0.557316
78.275669,20.340744,0.451311
-231.538471,155.304616,0.991449
110.618941,42.867585,0.123016
-1.792601,176.099395,0.956477
1.123541,-154.710952,0.310296
86.247624,-51.152772,0.086624
23.435378,-30.940720,0.211741
-121.072644,-44.357749,0.995620
-67.301208,88.074955,0.122478
-136.160737,5.465029,0.059166
-85.446271,81.767862,0.437132
30.771876,-16.158904,0.446973
-166.977547,110.854264,0.888466
-85.124325,-1.975681,0.712384
-72.382015,62.569977,0.273581
122.156143,-13.032954,0.017546
-51.301690,-98.042146,0.476265
21.112072,159.050008,0.820871
59.640254,52.926287,0.312078
-50.421601,22.970641,0.360114
118.381186,73.417521,0.324444
53.984865,-113.480534,0.271068
100.069151,89.633601,0.455415
-112.381869,-61.356406,0.142542
-21.148714,-143.520781,0.077786
-16.560520,176.612289,0.581244
-65.549102,-8.697735,0.477052
31.103674,-42.278137,0.883647
-66.696570,-66.435040,0.888173
-53.212153,71.923679,0.829897
120.392274,82.132544,0.960973
29.095956,3.117234,0.094321
21.818871,-78.982523,0.127986
5.737532,3.376696,0.069867
152.236889,-19.760200,0.124528
-76.839840,81.320926,0.650702
-49.417739,68.207216,0.525551
-29.542235,-134.458402,0.003469
123.311233,38.428784,0.636600
-7.631823,-56.490149,0.692808
19.737290,83.796840,0.980456
31.025473,100.859182,0.044965
70.671064,-23.570033,0.588788
11.208228,212.969717,0.531560
34.175832,-29.401191,0.673718
219.343262,101.574125,0.003611
-57.918107,73.448253,0.039491
-57.258697,82.840642,0.123278
49.577273,-2.341345,0.743646
-28.986404,-56.305154,0.921962
-121.333879,53.655721,0.237391
-128.301947,146.689631,0.903761
-9.442158,12.250810,0.893737
4.509047,39.678073,0.299968
-49.734480,52.608021,0.337578
97.956435,-220.033008,0.240941
84.626970,26.122747,0.142746
-103.826242,109.840346,0.971448
-101.036370,29.830443,0.535048
-10.837811,119.761754,0.898402
41.635449,-116.724090,0.484053
-107.220519,140.943144,0.782789
-103.313381,1.362220,0.510588
-78.012515,-30.332341,0.713704
36.601579,106.021694,0.875819
53.190636,60.560587,0.303262
-61.859824,95.899740,0.177784
-94.237158,-114.016882,0.782112
75.764191,193.807828,0.220381
3.856035,6.169685,0.490827
0.831690,-144.784414,0.567273
-151.495018,-123.769576,0.603063
-33.584506,35.287883,0.682178
-130.053244,9.359825,0.162373
-55.081605,174.592804,0.323761
87.539147,-34.703001,0.377149
84.343715,-129.663866,0.533374
-140.626155,98.515435,0.737674
87.927027,-125.501209,0.365170
129.732515,92.485794,0.177555
-27.233334,32.220799,0.731009
-12.309426,-72.621746,0.291798
-2.025352,299.054080,0.375807
12.602312,49.781556,0.049446
7.405275,95.985973,0.107250
-67.353729,-32.320623,0.855525
-17.632317,-82.707193,0.187792
59.969605,23.423287,0.659559
-52.672770,-18.611090,0.943720
-52.933367,-95.352662,0.707056
-46.241180,-192.402436,0.311286
-13.970618,-102.397640,0.748294
-4.199726,-82.173742,0.145423
-201.246378,-52.501601,0.819791
94.902441,45.710856,0.580343
61.696447,-85.270051,0.449885
43.974203,51.126852,0.681363
-16.967016,61.706897,0.563246
-149.802141,-56.749010,0.568659
-1.211383,-42.152077,0.515537
84.344656,39.558396,0.772140
42.824700,-100.110465,0.905549
39.580985,58.661233,0.995395
0.273647,73.337483,0.861645
90.250187,224.696184,0.424827
133.249195,-46.455148,0.227328
-180.248045,-162.387685,0.437295
-84.559505,-5.145502,0.707506
182.993985,57.930502,0.964714
-107.532737,15.061038,0.493800
97.440872,68.890455,0.013521
61.338421,-233.158548,0.275080
-108.672166,-133.983601,0.747017
-35.473772,65.554093,0.488783
-171.647540,90.894085,0.553663
-151.988877,31.196190,0.618148
7.864305,-81.521427,0.834358
193.225990,-102.985916,0.372895
-15.956361,-67.364033,0.708680
-35.015665,66.839612,0.938225
-28.739492,10.000702,0.110481
117.814164,-97.656774,0.877600
-1.154246,-139.086684,0.699108
-9.744674,-46.766795,0.198382
80.418022,-59.859158,0.052761
12.598230,5.598420,0.709121
-59.881553,-108.249611,0.938097
50.226795,61.390015,0.541256
103.427758,87.280934,0.688095
-29.770815,97.482388,0.065608
-146.345807,-14.290342,0.407948
131.706775,-17.473071,0.028965
-27.903407,-159.634559,0.043828
19.143890,-133.118514,0.062501
6.895533,-147.261721,0.194780
-111.904897,156.989153,0.418954
-21.007497,84.596312,0.562949
-81.009777,-123.373922,0.917576
-138.358583,-95.100177,0.118307
195.729967,-208.537528,0.942100
-64.825966,1.366187,0.028403
-124.987744,-68.599808,0.661647
-115.215966,89.686611,0.546648
33.118560,-99.166548,0.169426
185.929316,-173.065600,0.796200
5.099225,80.721167,0.560116
78.394797,-85.094521,0.882334
-4.558178,-161.885279,0.539469
-40.902895,-37.705413,0.783239
-53.196103,234.497888,0.309099
-136.688901,-162.598469,0.885919
143.411574,20.572681,0.287711
74.755565,82.086245,0.102229
-102.600760,111.120321,0.021031
47.602952,27.245106,0.996177
175.420175,110.099249,0.848572
172.808401,-8.392294,0.968694
-108.676031,17.851748,0.195778
95.989487,27.333784,0.189401
3.339780,-133.260614,0.164877
154.940221,-4.790439,0.634159
126.840911,216.949726,0.649764
109.849298,-95.094339,0.260752
111.976310,-74.169574,0.701590
49.741470,-100.354950,0.428362
17.232595,-168.290142,0.358053
77.423560,-266.691641,0.339253
57.035688,-28.668525,0.492010
-68.269805,-50.270563,0.046164
161.849977,40.751080,0.479095
95.523913,119.970564,0.926964
107.955037,74.953302,0.899006
162.029598,82.264561,0.772386
42.465976,106.014167,0.534221
92.999262,64.474384,0.289018
78.948856,19.759583,0.434051
127.521081,190.417060,0.402839
63.481445,-50.893899,0.134109
-96.575676,-30.382942,0.309742
-73.442859,-139.620675,0.155935
-79.969696,-10.464919,0.821552
-129.212882,-154.906236,0.415404
9.927013,49.021287,0.480872
-50.998146,-34.168756,0.244401
202.498297,-38.211917,0.599297
25.227255,226.234652,0.351272
51.438106,30.106325,0.472808
98.472985,-13.844020,0.256880
112.261069,-3.871369,0.489276
-40.351845,-10.733331,0.427494
39.319712,-91.259817,0.785215
124.650714,99.034555,0.504940
50.834028,-30.576056,0.606306
-148.812352,-93.879169,0.042322
-102.355398,-65.677398,0.515910
241.904407,54.044137,0.257694
-14.106008,-143.876082,0.264362
-10.247068,-35.854245,0.390604
115.970766,34.375971,0.617898
-45.420613,-7.866903,0.588356
85.491115,-160.488522,0.328364
87.077355,106.422345,0.301626
-20.462327,27.757606,0.204670
-50.476561,-31.961887,0.593182
4.377624,-26.033803,0.940028
52.158730,2.271436,0.044616
-62.195561,-97.795464,0.921282
100.744325,-68.218913,0.002331
-193.097297,-2.666270,0.539668
161.492989,91.599319,0.929898
-134.508102,18.018853,0.768791
72.449394,-28.166070,0.745035
-89.665637,-72.952565,0.958951
12.806492,52.457187,0.725247
195.925238,1.393246,0.457165
-334.671837,45.678012,0.078991
46.119906,11.120382,0.343847
132.322620,-211.390124,0.366837
34.282093,36.592740,0.150753
108.782335,-94.346739,0.559435
-144.092703,74.542993,0.573015
10.497647,-17.441475,0.752627
-203.512147,33.346027,0.449330
88.717189,-109.840488,0.811683
134.014454,11.085927,0.764413
35.160499,119.261080,0.887713
-129.628315,58.538837,0.382929
247.561998,-114.719653,0.025628
-9.576861,36.502938,0.961648
39.820461,-135.376140,0.179900
-63.275674,55.538849,0.717115
2.260367,120.955866,0.476414
-21.774180,-73.227364,0.286740
72.749781,-19.423118,0.002141
-172.640203,131.424244,0.161850
41.367391,-12.001817,0.598926
-62.312252,-207.085969,0.274372
7.289184,125.939717,0.409287
1.848306,-54.260437,0.902481
-48.018908,83.648845,0.277443
30.993243,4.016971,0.021675
-155.244927,-71.519763,0.521458
-110.745812,-34.952814,0.337063
0.896660,8.421134,0.755930
-100.609823,-21.410082,0.005124
76.467835,0.653561,0.496935
-147.827837,94.498707,0.575808
5.284567,-28.091954,0.746753
-112.528897,-1.847698,0.365665
-224.261101,-60.672997,0.050659
-41.864058,15.698093,0.187364
56.830774,-189.035503,0.477146
-91.946268,-29.841484,0.771754
77.539860,45.867905,0.496785
-29.356636,110.552828,0.986381
-1.536946,-60.278731,0.531917
11.199675,-46.405387,0.083423
50.936404,-24.008448,0.157328
-173.105551,-257.042518,0.281482
-163.722343,-117.270476,0.810699
-33.273538,-6.271820,0.888152
-111.229749,-39.496088,0.939944
22.761938,-10.052412,0.883500
124.532729,-83.489036,0.399058
-19.702818,-150.941956,0.679816
-50.225105,-55.101957,0.274108
113.311458,-19.668011,0.118595
-2.555889,-11.458919,0.791734
-46.752953,219.980635,0.957228
73.299202,-113.406923,0.424549
9.986910,-91.736943,0.215466
-38.728154,-63.859493,0.073504
-77.934684,129.615529,0.807459
-136.089263,32.528568,0.301304
-24.535773,12.341594,0.854597
89.902928,23.731447,0.922202
-31.778493,62.397830,0.011769
147.710595,-117.811978,0.914515
235.755960,-10.082751,0.911752
-67.707892,-16.468734,0.863800
-50.405960,-13.976978,0.242315
-138.244001,-61.240387,0.864283
-158.334127,-99.157500,0.367591
-41.214440,-51.029137,0.496113
84.707598,188.976765,0.104003
57.470833,189.866347,0.384108
89.479421,45.501135,0.689763
-143.765399,88.354886,0.608009
-121.137960,204.392503,0.333479
33.332762,83.379064,0.502072
30.004372,-35.091822,0.153306
32.173635,44.011722,0.362195
160.923377,202.152114,0.919952
66.576334,-27.147676,0.616719
52.498957,70.024132,0.765173
-169.087185,-93.051079,0.079962
61.710954,-30.522361,0.311963
9.943498,51.412460,0.517260
40.789745,14.885801,0.771650
-71.903535,95.743012,0.841240
-76.939104,195.394108,0.778955
-65.812750,100.024988,0.380817
16.424812,21.834454,0.038908
-10.146240,131.320469,0.505590
67.064872,-18.292474,0.105459
-1.326951,-122.247924,0.763236
120.002798,-35.831145,0.471514
-60.154899,-82.732352,0.786006
148.149808,24.944455,0.093856
130.519601,3.122699,0.935607
-125.467726,-78.352561,0.190985
-66.121532,35.495879,0.077703
40.910412,7.653281,0.920836
87.617350,-55.170103,0.763097
13.717531,96.844998,0.809486
6.222139,14.977616,0.272321
-77.960618,-51.790786,0.519390
22.366170,-11.027608,0.413868
-98.535128,-12.742397,0.840692
-79.065894,-5.129551,0.663895
-90.722252,-177.550727,0.090717
90.505936,-35.519624,0.114690
-96.339822,-103.641545,0.320763
18.575543,-108.328651,0.151974
76.713482,-112.502804,0.795003
12.886597,206.660229,0.312984
17.426213,61.424649,0.581637
54.362800,-84.347191,0.697553
-24.506124,143.913256,0.928204
57.550748,42.178887,0.371719
-4.194756,-15.686493,0.688439
-71.334221,76.466557,0.956465
-293.098753,-108.294469,0.917417
92.781168,-44.245456,0.592502
40.035641,81.079206,0.832128
-107.490764,-32.708933,0.835236
-145.266693,-10.876177,0.515422
19.436410,-30.158557,0.221533
-13.486523,176.379502,0.015332
42.149775,-83.006086,0.582326
-150.348728,134.078712,0.881939
59.557042,206.940646,0.086658
-53.939733,84.036778,0.021964
183.703287,89.315626,0.237331
105.171116,-161.637823,0.865170
-76.928294,-13.564852,0.130333
127.599072,84.192881,0.942700
52.483550,128.663646,0.277510
-2.824650,-94.260392,0.602210
-116.109276,-24.432712,0.231618
-136.156599,-60.326578,0.027889
-128.532664,-123.967584,0.339006
124.901980,-94.780762,0.799541
-116.990740,-33.409618,0.343578
-6.865580,58.557750,0.305296
-25.955097,59.555658,0.468671
73.629542,-207.760280,0.752945
51.744976,84.882468,0.786343
-211.415396,107.853223,0.076545
159.375858,-41.947696,0.587873
-137.540047,-82.977224,0.556109
158.523277,100.954773,0.343093
43.286686,16.188523,0.423860
151.648208,138.855385,0.138230
-167.382131,79.820280,0.302528
33.499261,176.952763,0.764717
92.370180,-23.596818,0.601449
28.182932,-39.098696,0.564585
-11.086643,-75.234916,0.990543
-153.034339,4.766488,0.746306
-91.006751,84.944060,0.043069
187.164373,47.021410,0.838256
204.720930,84.462972,0.808168
-49.436445,-120.507597,0.968960
49.275449,85.246259,0.419913
9.695038,-126.121290,0.464065
213.899940,-36.435510,0.532658
-39.828956,-7.779213,0.600293
-0.805892,38.791024,0.274370
21.599236,39.952812,0.279202
155.230043,27.581179,0.412138
-20.520730,74.814948,0.184523
-59.651889,-12.306365,0.047356
-121.235586,91.283182,0.301643
-32.868509,-64.633883,0.130600
169.415951,19.324956,0.734839
74.649542,-27.799859,0.190364
-104.455163,108.283660,0.682616
-154.589482,206.117398,0.396211
-16.807316,190.246567,0.733184
-50.202740,-140.773130,0.279656
-71.384569,-75.074725,0.799076
-79.417291,-12.634995,0.524636
-53.226028,42.986540,0.462135
-216.407394,6.494920,0.089159
103.922906,-7.662075,0.580477
-152.524438,155.462450,0.399199
-73.507972,45.677059,0.670539
226.129636,-70.878243,0.541055
61.672285,-165.329336,0.147772
70.923728,58.540333,0.396889
25.343743,-16.849674,0.838146
-200.596928,17.288030,0.315733
43.212547,-77.046004,0.079741
-31.892094,-77.304289,0.570686
144.904292,-27.119767,0.831049
9.565286,25.200627,0.257668
-121.454597,145.857319,0.303117
177.945930,125.013633,0.395837
-76.078242,-37.035215,0.080257
41.722581,10.428607,0.975984
106.244668,151.033018,0.870942
-25.450538,13.081242,0.074352
77.384642,73.548588,0.124085
-93.652019,113.810659,0.666542
-4.362850,38.945237,0.955530
-53.159715,15.790877,0.216495
-42.327964,-48.101202,0.208619
-127.016180,33.656320,0.812477
78.056746,-28.799536,0.148446
132.147189,-69.138745,0.774012
-33.859999,-155.077822,0.784508
-14.354779,-219.776589,0.929371
68.118531,-70.269272,0.728330
-40.338450,69.622431,0.963016
-52.166956,4.594885,0.982632
1.554748,-74.847951,0.161150
-49.108042,-43.333505,0.034283
159.198615,73.892726,0.983864
-65.480373,31.875498,0.117652
-57.984406,26.194715,0.783579
79.488400,-181.521549,0.629665
-16.832876,-98.789485,0.835088
-84.126748,-8.186428,0.415638
41.156460,47.196618,0.418733
129.205778,-15.408378,0.594122
-71.423636,34.673171,0.957385
-36.196050,-66.714236,0.667626
65.985552,-34.245367,0.482120
103.333591,136.927794,0.976739
-56.758203,99.145104,0.511872
92.956691,79.634811,0.959228
-163.587064,79.612530,0.160543
-41.915708,76.267528,0.744567
-252.094893,94.327567,0.162054
-99.013705,53.031161,0.767756
155.164433,122.782856,0.217049
182.016160,40.487209,0.260265
136.846880,-116.347641,0.944406
66.141985,-105.564378,0.301520
190.282762,58.180759,0.955901
-178.172380,-91.610003,0.524761
7.476922,19.968738,0.790531
-195.259491,117.341314,0.861931
67.922990,-44.886012,0.506870
130.931205,-47.300618,0.716451
-26.954712,-88.143792,0.333140
76.417708,-10.256046,0.363481
-80.444379,30.233640,0.647289
-72.628790,28.837404,0.850162
-50.584405,-131.531602,0.306158
-99.572793,-135.952882,0.082976
-62.420174,-45.350774,0.196277
127.177898,-23.013539,0.307946
203.140583,-89.397284,0.102206
-21.156325,-38.308543,0.876715
219.418908,-41.608525,0.920648
-14.749295,151.422449,0.786382
133.864008,97.543648,0.481928
-165.446188,-19.656074,0.907183
143.456451,-143.518289,0.938097
45.257253,-146.761674,0.818929
-110.725070,-0.577822,0.064996
-10.801756,-37.057506,0.247856
-74.202085,-36.518075,0.109115
-28.855329,-1.783280,0.598108
100.528433,-110.260991,0.123080
32.246208,41.999993,0.964897
-134.486991,-68.143908,0.568579
8.379479,-101.320776,0.387540
-118.684980,245.246504,0.373172
-72.144119,-17.840182,0.784583
237.569440,183.729590,0.317873
111.254926,56.087316,0.919732
60.359337,-51.981687,0.348862
-11.229316,-179.578636,0.328868
-33.219409,3.792018,0.246069
131.108991,-89.843347,0.980352
-27.508975,-35.824884,0.926968
64.844093,116.822565,0.003678
-94.111015,-122.857828,0.053926
-62.559262,-52.914520,0.707973
40.715457,-73.412267,0.255052
-85.918158,15.790225,0.362606
-15.464098,171.645974,0.236886
-48.683099,47.739423,0.183898
-12.983266,-90.008257,0.072784
-94.374700,-11.761237,0.980223
-89.973528,-173.043505,0.765957
26.353446,74.584976,0.233834
57.387566,117.421532,0.580637
-70.821606,47.718812,0.841688
-148.262193,129.788706,0.829147
-49.733126,-56.562177,0.414705
-48.587428,-74.443485,0.613406
49.490171,-99.174978,0.770831
122.713899,-33.182406,0.526336
-72.336175,-210.324858,0.742006
154.702800,96.820555,0.418824
-6.012938,15.627848,0.101026
-105.886773,1.959748,0.327211
2.946955,32.658976,0.434016
-14.729061,73.452303,0.540503
-22.956623,110.266216,0.777591
-16.240536,-36.666729,0.606421
101.907802,-37.380808,0.698828
-19.508336,-72.141554,0.276456
-35.259426,68.545191,0.821731
91.176423,10.572124,0.501127
51.615961,-76.367618,0.145929
72.580761,-119.851583,0.356923
-51.049211,-137.838996,0.140310
-179.094871,-231.733597,0.236869
-137.273349,66.613406,0.739207
45.767754,-246.218287,0.606244
-50.769897,25.650732,0.834167
-26.442344,52.242155,0.954114
0.004083,-9.006775,0.007775
146.583702,67.264761,0.337238
11.719463,77.923302,0.344810
121.902559,56.438931,0.610630
-63.149489,46.502249,0.469603
-126.029148,-102.203054,0.983158
-2.237913,-160.470378,0.365264
162.127531,75.593001,0.405351
109.638416,-48.818175,0.077481
79.605400,91.745755,0.997264
34.343590,-72.776518,0.365885
146.506663,87.379824,0.195164
168.118576,115.401643,0.296501
33.939497,-40.833982,0.029363
134.945843,-28.282568,0.663432
-54.746335,-27.003919,0.836157
-80.040973,12.228795,0.482675
-24.912203,-259.247730,0.086210
13.461172,-17.921140,0.048827
-55.326725,-14.797579,0.355170
97.220106,15.909737,0.874468
45.989968,159.801593,0.194807
-31.014120,-79.692347,0.522385
-8.954803,-107.177205,0.720544
-19.412664,-47.606569,0.780038
65.490494,-37.481960,0.413694
-139.797359,10.235169,0.968056
55.160512,-118.315305,0.732428
-46.234085,-12.307972,0.693659
-69.127357,207.417734,0.467046
110.208875,13.674179,0.074994
95.195655,-28.174713,0.179238
-125.331068,-97.921711,0.055788
-128.146701,1.042648,0.361985
71.697469,-64.319389,0.747013
8.568289,-227.731919,0.142927
-129.821281,41.361291,0.452454
-21.009552,74.009569,0.811900
81.206132,2.138479,0.150827
-116.743074,-6.364823,0.816323
-1.612560,10.494691,0.584940
-64.975885,-15.711732,0.819224
-34.250780,-30.531460,0.781297
61.844678,26.669446,0.755879
43.875613,119.623464,0.457414
135.839760,5.459866,0.815881
156.296141,19.941490,0.751057
4.676485,-17.518324,0.135064
-84.429436,20.309974,0.338289
239.318649,-130.860536,0.131072
107.614602,72.551973,0.886593
167.602863,206.115902,0.309262
-127.224937,45.496129,0.782248
-150.367554,-192.675236,0.801762
