x,y,z
-73.689990,171.609526,0.082017
-52.417776,22.711185,0.210689
57.414216,241.385777,0.759154
14.740935,40.267938,0.433922
-0.541843,-206.801606,0.946407
5.172351,212.214452,0.223050
-120.894670,39.006100,0.076054
40.387065,30.824784,0.583469
-36.605975,-105.914345,0.528629
331.397705,-16.079224,0.008176
-68.136751,74.571882,0.453999
69.490131,163.121072,0.954080
-65.870726,-175.590600,0.537431
-93.234824,-84.683406,0.151512
-88.245160,-56.606261,0.632717
48.709684,-23.057229,0.523253
-22.896851,-3.461494,0.599373
85.085701,-170.954592,0.148857
-74.624117,153.624944,0.502325
69.737350,63.062978,0.283618
-83.065087,40.405641,0.546860
82.189122,-112.012911,0.381309
-38.906712,128.296523,0.701234
79.521597,25.892502,0.528382
-172.151430,82.838554,0.976806
-206.863053,-121.742913,0.634177
-56.540902,-68.881263,0.738927
-192.429602,-101.774665,0.279519
12.954637,65.680457,0.475929
-65.771321,8.271772,0.679920
138.598969,83.693535,0.138007
-51.036752,-70.059646,0.791797
-11.674181,139.943617,0.747977
140.127308,46.714489,0.594556
-26.634707,-154.401626,0.115479
28.510371,67.427767,0.630252
-43.593550,110.210353,0.444845
-90.329223,-27.283965,0.665546
-111.102721,15.806857,0.021128
-88.155230,-185.678858,0.599564
-36.829888,58.014528,0.321880
20.059972,191.998503,0.895370
127.329890,46.775257,0.415201
-12.877024,-127.308091,0.188621
49.433373,-103.271716,0.767030
39.806279,45.649606,0.834673
-3.997102,-37.365694,0.439472
-112.731887,-30.644217,0.255516
184.773261,80.227636,0.177037
-117.529503,82.146097,0.452127
-8.864375,159.942681,0.316527
-77.052862,165.557914,0.449793
-36.761932,112.236065,0.533282
-42.688158,128.013714,0.580878
-67.538246,-78.890911,0.119633
264.095845,106.085956,0.619792
17.722553,-212.616117,0.938887
72.117431,-42.074903,0.511234
106.004503,-178.994050,0.432955
226.294732,191.082221,0.669205
158.802817,-63.323916,0.218209
66.983728,59.641878,0.369975
-107.586729,-100.927540,0.480057
111.857242,102.609991,0.968169
44.411975,81.385968,0.567954
22.059145,-68.425349,0.347952
26.620665,31.719839,0.168534
-124.339489,-34.508570,0.981812
116.511057,42.343464,0.493047
31.600669,-98.576299,0.924013
-4.597505,157.629178,0.325220
214.727514,-56.114244,0.004296
-27.598274,-101.624604,0.939422
-216.149353,-28.689319,0.515011
-46.819385,-56.638188,0.851257
11.256431,135.102026,0.586005
-58.405216,-111.955707,0.491975
-216.979318,89.336610,0.649631
-0.862657,62.665996,0.047355
69.187696,12.006560,0.161089
-9.011918,-55.012657,0.219312
-57.651003,-124.487976,0.412697
45.238174,-81.912101,0.333490
146.591535,-113.619259,0.249950
-34.393028,-156.699373,0.777106
-73.517988,56.035984,0.940487
10.478444,-81.938210,0.967789
87.719393,43.431418,0.329476
-43.151672,-47.898649,0.521985
105.336636,-40.374794,0.921726
-105.710005,87.501114,0.436635
56.732634,129.418351,0.043707
69.934109,-189.338170,0.908347
129.919086,132.939388,0.214912
-130.455034,154.534191,0.874648
-27.706842,113.300446,0.156634
73.538471,6.182807,0.570684
-35.990420,-193.986248,0.820285
-62.864452,-14.013877,0.025926
-77.231424,36.231298,0.230703
-176.459977,24.580894,0.375039
-70.739482,-82.691378,0.448099
-6.916918,-219.167413,0.539730
-12.445707,7.876950,0.323446
-155.679196,61.301305,0.707594
-24.816149,-30.111966,0.383981
-120.712423,219.517498,0.089650
-120.018691,-153.177067,0.448393
1.442840,63.517908,0.584158
-153.375149,-71.731862,0.437909
-72.365435,-40.180491,0.263263
22.699070,5.369469,0.289089
-38.465623,62.311869,0.063145
223.758941,75.001486,0.762035
-54.415349,80.525432,0.980772
-51.262318,171.409695,0.921235
140.940706,6.145577,0.486244
66.156351,67.475017,0.114087
86.300372,-20.299352,0.252215
31.403104,-19.770088,0.948823
93.009982,-55.377725,0.731013
100.787453,61.500527,0.663420
218.799176,78.617783,0.472010
-165.514530,97.255182,0.134166
-11.620846,118.860123,0.106997
-84.713505,102.112560,0.122446
168.642466,127.973371,0.078690
32.620808,67.971860,0.967023
-53.912655,69.819862,0.249019
-19.692985,-24.388689,0.359060
-16.957972,-69.734250,0.671204
-57.241482,112.838567,0.614312
16.524802,20.990417,0.520888
-103.796096,-14.315691,0.316304
-52.416175,21.738383,0.972523
106.889083,-77.664992,0.717373
1.419212,115.086470,0.497191
140.363503,-145.008641,0.392432
-53.415695,-92.266765,0.287573
-0.871716,-45.201576,0.211003
-39.062752,144.656846,0.735306
-121.329448,-114.559879,0.475811
-97.098184,47.961780,0.424220
-97.346526,-130.229702,0.560428
-106.335624,13.159165,0.343190
25.707443,-47.272949,0.152833
51.269296,-239.670929,0.502096
123.152348,50.345784,0.245664
25.624517,19.835525,0.962429
63.509370,-58.040137,0.891106
5.318393,-117.516965,0.355034
118.721014,-44.265814,0.769555
14.049128,-32.493405,0.386163
-87.483944,23.698736,0.983455
15.694630,-77.185743,0.237130
186.478397,109.340850,0.800944
-117.370911,99.820001,0.295959
27.022795,44.255636,0.810518
-154.557094,-217.876715,0.562710
162.482534,125.882314,0.885446
-141.303207,-32.728387,0.951144
50.125343,189.597673,0.324611
92.487091,274.612360,0.281981
150.175162,98.167351,0.233032
84.952890,46.515783,0.239751
78.541292,-117.505640,0.254887
96.542270,40.108182,0.431111
83.882349,158.068918,0.843028
127.403199,-70.717323,0.938694
-75.971454,101.467053,0.240681
116.842756,20.426325,0.177590
53.124368,163.849446,0.071578
112.523134,61.512571,0.759851
116.494194,-170.479159,0.984509
-54.153077,-7.056249,0.265970
27.550805,-54.002230,0.452657
-0.686880,-157.981290,0.890341
33.081322,27.739202,0.012271
212.266714,-67.578931,0.305651
145.039608,51.773924,0.070366
-87.903817,-11.488639,0.409775
24.287245,120.795250,0.254160
-27.285594,-100.574193,0.151801
-33.933990,22.627400,0.109648
-155.855055,71.211782,0.126593
-86.816096,-60.419018,0.081811
-44.355143,71.896272,0.279580
-3.608898,-76.900991,0.520962
19.168700,87.034310,0.684850
17.581470,-122.214186,0.034138
-75.970345,-0.096071,0.065593
-62.256227,77.602659,0.947536
37.665042,15.901659,0.067339
71.902742,25.367420,0.043352
-225.995092,-33.404369,0.633629
10.763546,-40.535858,0.774198
-57.581212,72.452298,0.866797
4.550613,-47.327984,0.575258
98.858465,59.880397,0.324965
-33.461804,-136.972508,0.206543
-25.027298,52.211778,0.389466
-24.689328,78.888541,0.023669
21.222233,113.191555,0.542559
-106.754590,183.162790,0.448254
-15.547444,-15.802429,0.335803
117.958224,-34.119980,0.275300
-144.548405,-29.559862,0.347767
-63.862919,-13.284683,0.113920
42.562814,34.859475,0.802160
-46.269060,23.845011,0.525829
-168.452855,36.298824,0.497236
3.084282,210.620466,0.668711
108.734524,-29.949163,0.452730
102.182492,63.726991,0.907621
84.752162,56.818629,0.112448
18.919651,-78.615488,0.202634
-108.183176,32.881406,0.497434
56.178803,92.435812,0.023211
92.522217,180.526537,0.573341
-248.460731,298.252662,0.187519
-176.316075,-2.333529,0.963684
-46.633403,-65.907982,0.330565
25.147510,59.214846,0.413176
-45.071039,120.711574,0.862542
-97.560224,69.388682,0.878738
31.037667,-20.881877,0.823715
-3.354361,-110.332247,0.769213
18.774911,-92.796841,0.680393
-45.580332,112.944656,0.147186
107.051307,80.461965,0.751551
138.167259,21.787427,0.575389
-80.253083,30.987308,0.495445
77.011758,-87.082574,0.076418
27.927640,68.720424,0.939955
49.125250,131.058365,0.848170
-84.321884,-15.080255,0.145446
90.576709,-84.983604,0.741852
-62.435087,-8.607981,0.202507
96.020037,154.291125,0.503779
-65.898767,114.546895,0.456208
-70.074130,127.639246,0.546428
-204.702821,84.169460,0.761871
-26.977000,-209.541554,0.785493
73.512160,15.881621,0.496877
-12.963292,-134.047626,0.493816
204.375275,64.858255,0.209122
-83.295609,32.727654,0.914257
-1.058171,-2.646679,0.189632
-90.022511,79.613572,0.068675
-82.438118,90.850738,0.757183
-5.317846,68.656224,0.758438
92.701466,-168.376812,0.856379
-32.359831,44.165098,0.137884
116.332007,-133.256039,0.993572
131.442587,-173.831845,0.853097
17.823693,102.667416,0.961969
-45.305402,2.900234,0.248125
-24.683131,38.385899,0.589346
17.302529,146.135759,0.453674
112.997037,-54.914488,0.948803
-185.617751,-7.805662,0.065558
-142.015941,-96.278937,0.060795
146.471801,-54.182494,0.318586
-118.695277,0.073104,0.682725
-31.111553,-62.494097,0.486630
191.214651,-131.072035,0.985110
64.923540,29.441346,0.507098
-110.538933,84.703817,0.240837
-104.507324,-122.557466,0.432694
-34.675484,18.766690,0.321179
-24.743869,-85.927515,0.719843
-104.421213,231.775089,0.963227
96.727276,-101.997138,0.461288
146.733694,-60.957979,0.400452
-60.930180,-214.684460,0.143628
25.200463,190.531837,0.840727
28.648051,-228.864406,0.461029
-54.457622,113.593571,0.847394
-37.211125,12.705579,0.136385
-18.387476,114.490040,0.481303
79.888639,-80.739297,0.961870
7.640917,-118.124160,0.929900
-146.566842,-157.531569,0.567774
102.190946,84.319585,0.104235
-19.102522,-104.952617,0.205650
-50.081745,-58.759398,0.515191
10.536267,91.721270,0.544065
-221.038230,-30.563304,0.241787
93.012316,103.883929,0.909372
-256.656013,9.505200,0.458494
70.607682,-68.309464,0.190928
194.010718,-31.904760,0.407480
-134.666765,70.265175,0.403718
34.758588,-33.787041,0.136957
42.847594,71.859843,0.671558
-101.106060,-79.316932,0.535207
110.967780,-70.375029,0.759534
109.087307,59.213342,0.927029
1.808696,8.512095,0.811814
-186.550666,-83.058490,0.692038
-76.501599,105.538064,0.686206
-100.307397,-136.874481,0.587968
-168.788593,-64.036793,0.416410
8.429282,-69.438177,0.765089
-152.604062,33.054831,0.481286
38.160205,-124.206231,0.424398
-223.687807,115.993230,0.395101
-63.936693,94.014007,0.556449
163.525978,47.136785,0.351252
